"","","Sbj_fixation_timepoints","Sbj_fix_durations","Sbj_stimuli_timepoints","Sbj_durations","Sbj_choice_timepoints","Sbj_choice_durations","Sbj_record_timepoints"
"2021",11,8584716,1135,8585851,2701,8588552,2517,8591069
"2022",11,8591577,1158,8592735,2867,8595602,2351,8597953
"2023",11,8598474,1128,8599602,1383,8600985,3835,8604820
"2024",11,8605341,1127,8606468,3251,8609719,1967,8611686
"2025",11,8612184,1135,8613319,4717,8618036,1016,8619052
"2026",11,8619542,1127,8620669,3617,8624286,1601,8625887
"2027",11,8626391,1361,8627752,2467,8630219,2751,8632970
"2028",11,8633487,1199,8634686,2033,8636719,3184,8639903
"2029",11,8640391,1128,8641519,2617,8644136,2601,8646737
"2030",11,8647233,1136,8648369,1984,8650353,3234,8653587
"2031",11,8654102,2401,8656503,1466,8657969,3752,8661721
"2032",11,8662209,1127,8663336,1900,8665236,3318,8668554
"2033",11,8669067,1136,8670203,6883,8677086,1017,8678103
"2034",11,8678585,1301,8679886,1851,8681737,3367,8685104
"2035",11,8685643,1593,8687236,2117,8689353,3101,8692454
"2036",11,8692974,1129,8694103,1617,8695720,3601,8699321
"2037",11,8699842,1128,8700970,2217,8703187,3001,8706188
"2038",11,8706697,1123,8707820,3434,8711254,1784,8713038
"2039",11,8713543,1127,8714670,2434,8717104,2784,8719888
"2040",11,8720376,1128,8721504,2183,8723687,3035,8726722
"2041",11,8727227,1127,8728354,4750,8733104,1017,8734121
"2042",11,8734633,1504,8736137,1700,8737837,3518,8741355
"2043",11,8741877,1127,8743004,3800,8746804,1418,8748222
"2044",11,8748745,1126,8749871,2650,8752521,2568,8755089
"2045",11,8755616,1522,8757138,4533,8761671,1017,8762688
"2046",11,8763207,1681,8764888,2683,8767571,2535,8770106
"2047",11,8770623,2081,8772704,2234,8774938,2984,8777922
"2048",11,8778441,1130,8779571,1534,8781105,3684,8784789
"2049",11,8785274,1781,8787055,7167,8794222,1016,8795238
"2050",11,8795736,1285,8797021,4634,8801655,1017,8802672
"2051",11,8803183,1339,8804522,4083,8808605,1135,8809740
"2052",11,8810239,1249,8811488,3001,8814489,2217,8816706
"2053",11,8817191,2497,8819688,2551,8822239,2667,8824906
"2054",11,8825418,1137,8826555,1734,8828289,3484,8831773
"2055",11,8832306,1133,8833439,3300,8836739,1917,8838656
"2056",11,8839146,1276,8840422,1717,8842139,3501,8845640
"2057",11,8846161,1128,8847289,2117,8849406,3101,8852507
"2058",11,8853012,1127,8854139,1384,8855523,3834,8859357
"2059",11,8859854,1135,8860989,1617,8862606,3601,8866207
"2060",11,8866709,1130,8867839,1451,8869290,3767,8873057
"2061",11,8873564,1275,8874839,1484,8876323,3734,8880057
"2062",11,8880570,1136,8881706,1934,8883640,3284,8886924
"2063",11,8887427,1129,8888556,3117,8891673,2101,8893774
"2064",11,8894292,1131,8895423,1783,8897206,3435,8900641
"2065",11,8901141,1132,8902273,1500,8903773,3718,8907491
"2066",11,8908007,1266,8909273,2000,8911273,3218,8914491
"2067",11,8915007,1133,8916140,2800,8918940,2418,8921358
"2068",11,8921886,1304,8923190,6784,8929974,1017,8930991
"2069",11,8931481,1476,8932957,2050,8935007,3168,8938175
"2070",11,8938695,1279,8939974,1866,8941840,3352,8945192
"2071",11,8945709,1131,8946840,1534,8948374,3684,8952058
"2072",11,8952561,1130,8953691,1566,8955257,3652,8958909
"2073",11,8959435,1122,8960557,5701,8966258,1016,8967274
"2074",11,8967779,1795,8969574,2000,8971574,3218,8974792
"2075",11,8975300,4174,8979474,2584,8982058,2634,8984692
"2076",11,8985196,1128,8986324,1334,8987658,3884,8991542
"2077",11,8992059,1132,8993191,2434,8995625,2784,8998409
"2078",11,8998909,1132,9000041,1834,9001875,3384,9005259
"2079",11,9005752,1123,9006875,1717,9008592,3501,9012093
"2080",11,9012607,1135,9013742,1300,9015042,3918,9018960
"2081",11,9019471,1137,9020608,1984,9022592,3234,9025826
"2082",11,9026330,1128,9027458,1467,9028925,3751,9032676
"2083",11,9033170,1122,9034292,2967,9037259,2251,9039510
"2084",11,9040008,1617,9041625,2300,9043925,2918,9046843
"2085",11,9047361,1131,9048492,3434,9051926,1784,9053710
"2086",11,9054203,1123,9055326,1833,9057159,3384,9060543
"2087",11,9061048,1128,9062176,3833,9066009,1385,9067394
"2088",11,9067910,1132,9069042,2201,9071243,3017,9074260
"2089",11,9074760,1133,9075893,2533,9078426,2685,9081111
"2090",11,9081635,1124,9082759,1267,9084026,3951,9087977
"2091",11,9088493,1133,9089626,3167,9092793,2051,9094844
"2092",11,9095335,1408,9096743,2600,9099343,2618,9101961
"2093",11,9102466,1127,9103593,1883,9105476,3335,9108811
"2094",11,9109345,1131,9110476,1534,9112010,3684,9115694
"2095",11,9116221,1122,9117343,2667,9120010,2551,9122561
"2096",11,9123091,1136,9124227,2467,9126694,2751,9129445
"2097",11,9129964,1129,9131093,5334,9136427,1017,9137444
"2098",11,9137934,1343,9139277,1267,9140544,3951,9144495
"2099",11,9145011,1133,9146144,2717,9148861,2501,9151362
"2100",11,9151883,1127,9153010,1451,9154461,3767,9158228
"2101",11,9158730,1131,9159861,1183,9161044,4034,9165078
"2102",11,9165608,2486,9168094,1800,9169894,3418,9173312
"2103",11,9173823,1138,9174961,1267,9176228,3951,9180179
"2104",11,9180696,1265,9181961,1050,9183011,4168,9187179
"2105",11,9187676,1252,9188928,2333,9191261,2885,9194146
"2106",11,9194658,1136,9195794,1467,9197261,3751,9201012
"2107",11,9201529,1166,9202695,1850,9204545,3367,9207912
"2108",11,9208428,1133,9209561,1701,9211262,3517,9214779
"2109",11,9215266,1129,9216395,2533,9218928,2685,9221613
"2110",11,9222129,1132,9223261,3551,9226812,1667,9228479
"2111",11,9228982,1963,9230945,2267,9233212,2951,9236163
"2112",11,9236674,1238,9237912,1217,9239129,4001,9243130
"2113",11,9243615,1130,9244745,1234,9245979,3984,9249963
"2114",11,9250467,1128,9251595,1117,9252712,4101,9256813
"2115",11,9257309,1136,9258445,1534,9259979,3684,9263663
"2116",11,9264171,1125,9265296,1166,9266462,4052,9270514
"2117",11,9271031,1131,9272162,1800,9273962,3418,9277380
"2118",11,9277884,1128,9279012,3617,9282629,1601,9284230
"2119",11,9284757,1555,9286312,3434,9289746,1784,9291530
"2120",11,9292053,1126,9293179,1150,9294329,4068,9298397
"2121",11,9298926,1137,9300063,2417,9302480,2801,9305281
"2122",11,9305784,1295,9307079,1201,9308280,4017,9312297
"2123",11,9312814,1116,9313930,2150,9316080,3068,9319148
"2124",11,9319662,1134,9320796,1517,9322313,3701,9326014
"2125",11,9326526,1137,9327663,3384,9331047,1834,9332881
"2126",11,9333385,1528,9334913,2200,9337113,3018,9340131
"2127",11,9340637,1126,9341763,6651,9348414,1016,9349430
"2128",11,9349952,1261,9351213,1384,9352597,3834,9356431
"2129",11,9356946,1134,9358080,1651,9359731,3567,9363298
"2130",11,9363816,1131,9364947,2467,9367414,2751,9370165
"2131",11,9370684,1130,9371814,3867,9375681,1351,9377032
"2132",11,9377536,1628,9379164,1800,9380964,3418,9384382
"2133",11,9384898,2416,9387314,2184,9389498,3034,9392532
"2134",11,9393037,2061,9395098,1967,9397065,3250,9400315
"2135",11,9400823,1125,9401948,1317,9403265,3900,9407165
"2136",11,9407653,1128,9408781,2884,9411665,2334,9413999
"2137",11,9414526,1122,9415648,2717,9418365,2501,9420866
"2138",11,9421370,2178,9423548,3384,9426932,1834,9428766
"2139",11,9429255,2210,9431465,1483,9432948,3735,9436683
"2140",11,9437188,1127,9438315,1817,9440132,3401,9443533
"2141",11,9444064,1134,9445198,1751,9446949,3467,9450416
"2142",11,9450935,1130,9452065,1200,9453265,4018,9457283
"2143",11,9457778,1237,9459015,1367,9460382,3851,9464233
"2144",11,9464749,1133,9465882,1517,9467399,3701,9471100
"2145",11,9471613,1136,9472749,2383,9475132,2835,9477967
"2146",11,9478468,1131,9479599,1850,9481449,3368,9484817
"2147",11,9485299,1133,9486432,3017,9489449,2201,9491650
"2148",11,9492166,1133,9493299,2117,9495416,3101,9498517
"2149",11,9499032,1134,9500166,3500,9503666,1718,9505384
"2150",11,9505891,1125,9507016,1417,9508433,3801,9512234
"2151",11,9512729,1137,9513866,1350,9515216,3868,9519084
"2152",11,9519608,1125,9520733,1100,9521833,4118,9525951
"2153",11,9526464,1219,9527683,1300,9528983,3918,9532901
"2154",11,9533414,1136,9534550,1317,9535867,3901,9539768
"2155",11,9540272,1228,9541500,3067,9544567,2151,9546718
"2156",11,9547222,1195,9548417,1183,9549600,4035,9553635
"2157",11,9554124,2426,9556550,1534,9558084,3684,9561768
"2158",11,9562296,1138,9563434,1767,9565201,3450,9568651
"2159",11,9569158,3309,9572467,1517,9573984,3701,9577685
"2160",11,9578184,1133,9579317,1217,9580534,4001,9584535
"2161",11,9585031,1136,9586167,4417,9590584,1017,9591601
"2162",11,9592107,1427,9593534,1434,9594968,3784,9598752
"2163",11,9599251,1133,9600384,2450,9602834,2768,9605602
"2164",11,9606115,1136,9607251,1850,9609101,3368,9612469
"2165",11,9612987,1131,9614118,1433,9615551,3785,9619336
"2166",11,9619838,1313,9621151,1184,9622335,4034,9626369
"2167",11,9626875,1126,9628001,1984,9629985,3234,9633219
"2168",11,9633724,1127,9634851,1267,9636118,3951,9640069
"2169",11,9640580,1122,9641702,5283,9646985,1017,9648002
"2170",11,9648507,1361,9649868,2451,9652319,2767,9655086
"2171",11,9655584,1134,9656718,2301,9659019,2917,9661936
"2172",11,9662442,1126,9663568,1634,9665202,3584,9668786
"2173",11,9669306,1129,9670435,1784,9672219,3434,9675653
"2174",11,9676167,1135,9677302,1400,9678702,3818,9682520
"2175",11,9683010,1392,9684402,1517,9685919,3701,9689620
"2176",11,9690126,1126,9691252,2851,9694103,2367,9696470
"2177",11,9696969,2317,9699286,2883,9702169,2335,9704504
"2178",11,9704994,1125,9706119,1617,9707736,3601,9711337
"2179",11,9711855,1131,9712986,1917,9714903,3301,9718204
"2180",11,9718707,1129,9719836,1584,9721420,3634,9725054
"2181",11,9725569,1134,9726703,1650,9728353,3568,9731921
"2182",11,9732436,1134,9733570,1517,9735087,3701,9738788
"2183",11,9739306,1130,9740436,2917,9743353,2301,9745654
"2184",11,9746160,1126,9747286,1051,9748337,4167,9752504
"2185",11,9753019,1134,9754153,3267,9757420,1951,9759371
"2186",11,9759872,1131,9761003,3367,9764370,1851,9766221
"2187",11,9766750,1404,9768154,1816,9769970,3401,9773371
"2188",11,9773869,1135,9775004,2233,9777237,2985,9780222
"2189",11,9780737,1133,9781870,1817,9783687,3401,9787088
"2190",11,9787605,1132,9788737,3717,9792454,1501,9793955
"2191",11,9794493,1461,9795954,2650,9798604,2568,9801172
"2192",11,9801702,1402,9803104,1334,9804438,3884,9808322
"2193",11,9808839,1348,9810187,2101,9812288,3117,9815405
"2194",11,9815886,1135,9817021,5800,9822821,1017,9823838
"2195",11,9824343,1428,9825771,1167,9826938,4051,9830989
"2196",11,9831481,1123,9832604,2751,9835355,2467,9837822
"2197",11,9838326,2612,9840938,1634,9842572,3584,9846156
"2198",11,9846663,1125,9847788,2150,9849938,3068,9853006
"2199",11,9853520,1135,9854655,2400,9857055,2818,9859873
"2200",11,9860378,1127,9861505,2317,9863822,2901,9866723
"2201",12,12000924,1131,12002055,1801,12003856,3417,12007273
"2202",12,12007778,1227,12009005,2751,12011756,2468,12014224
"2203",12,12014732,1124,12015856,1967,12017823,3251,12021074
"2204",12,12021576,1346,12022922,1501,12024423,3717,12028140
"2205",12,12028666,1123,12029789,1384,12031173,3834,12035007
"2206",12,12035536,1137,12036673,1750,12038423,3468,12041891
"2207",12,12042398,1291,12043689,2367,12046056,2851,12048907
"2208",12,12049425,1131,12050556,3050,12053606,2168,12055774
"2209",12,12056298,1125,12057423,2817,12060240,2401,12062641
"2210",12,12063159,3364,12066523,2734,12069257,2484,12071741
"2211",12,12072248,1125,12073373,1400,12074773,3818,12078591
"2212",12,12079106,1284,12080390,4017,12084407,1201,12085608
"2213",12,12086110,2447,12088557,1700,12090257,3518,12093775
"2214",12,12094264,1710,12095974,7717,12103691,1016,12104707
"2215",12,12105194,1296,12106490,5834,12112324,1017,12113341
"2216",12,12113852,1289,12115141,1816,12116957,3401,12120358
"2217",12,12120886,2721,12123607,1117,12124724,4101,12128825
"2218",12,12129336,1138,12130474,1700,12132174,3518,12135692
"2219",12,12136204,1120,12137324,1534,12138858,3684,12142542
"2220",12,12143065,3859,12146924,4084,12151008,1134,12152142
"2221",12,12152647,1461,12154108,1567,12155675,3651,12159326
"2222",12,12159838,1137,12160975,1783,12162758,3435,12166193
"2223",12,12166713,1145,12167858,3034,12170892,2184,12173076
"2224",12,12173604,3188,12176792,1500,12178292,3717,12182009
"2225",12,12182524,1918,12184442,5050,12189492,1017,12190509
"2226",12,12191030,2312,12193342,1283,12194625,3935,12198560
"2227",12,12199063,1129,12200192,1117,12201309,4101,12205410
"2228",12,12205918,4991,12210909,2567,12213476,2651,12216127
"2229",12,12216657,1385,12218042,1151,12219193,4067,12223260
"2230",12,12223775,1134,12224909,1400,12226309,3818,12230127
"2231",12,12230636,2223,12232859,3350,12236209,1868,12238077
"2232",12,12238567,3842,12242409,1234,12243643,3984,12247627
"2233",12,12248144,1132,12249276,984,12250260,4234,12254494
"2234",12,12255015,1128,12256143,1733,12257876,3485,12261361
"2235",12,12261876,1950,12263826,2251,12266077,2967,12269044
"2236",12,12269569,1341,12270910,2200,12273110,3018,12276128
"2237",12,12276628,1782,12278410,3917,12282327,1301,12283628
"2238",12,12284153,1124,12285277,1716,12286993,3502,12290495
"2239",12,12290986,1257,12292243,1801,12294044,3417,12297461
"2240",12,12297970,1123,12299093,1434,12300527,3784,12304311
"2241",12,12304811,5916,12310727,1134,12311861,4084,12315945
"2242",12,12316461,1133,12317594,1333,12318927,3885,12322812
"2243",12,12323337,1124,12324461,833,12325294,4385,12329679
"2244",12,12330190,5904,12336094,1400,12337494,3818,12341312
"2245",12,12341801,1393,12343194,1167,12344361,4051,12348412
"2246",12,12348929,2082,12351011,1167,12352178,4051,12356229
"2247",12,12356738,1123,12357861,3817,12361678,1401,12363079
"2248",12,12363585,1376,12364961,900,12365861,4318,12370179
"2249",12,12370704,3624,12374328,1450,12375778,3768,12379546
"2250",12,12380066,1129,12381195,1533,12382728,3685,12386413
"2251",12,12386932,1129,12388061,2401,12390462,2817,12393279
"2252",12,12393789,1339,12395128,2134,12397262,3084,12400346
"2253",12,12400853,1125,12401978,1968,12403946,3250,12407196
"2254",12,12407710,2552,12410262,1683,12411945,3535,12415480
"2255",12,12416001,4411,12420412,6684,12427096,1016,12428112
"2256",12,12428626,2186,12430812,784,12431596,4434,12436030
"2257",12,12436542,2120,12438662,967,12439629,4251,12443880
"2258",12,12444365,1131,12445496,2133,12447629,3085,12450714
"2259",12,12451233,1379,12452612,1701,12454313,3517,12457830
"2260",12,12458346,6717,12465063,1450,12466513,3768,12470281
"2261",12,12470775,1121,12471896,1800,12473696,3418,12477114
"2262",12,12477612,1134,12478746,1684,12480430,3534,12483964
"2263",12,12484480,2533,12487013,1800,12488813,3418,12492231
"2264",12,12492730,1233,12493963,784,12494747,4434,12499181
"2265",12,12499690,2190,12501880,1817,12503697,3401,12507098
"2266",12,12507609,1138,12508747,1567,12510314,3651,12513965
"2267",12,12514478,4136,12518614,1383,12519997,3835,12523832
"2268",12,12524348,1299,12525647,3267,12528914,1951,12530865
"2269",12,12531373,1808,12533181,1000,12534181,4217,12538398
"2270",12,12538899,1132,12540031,1633,12541664,3585,12545249
"2271",12,12545765,5066,12550831,1233,12552064,3985,12556049
"2272",12,12556560,1404,12557964,1650,12559614,3568,12563182
"2273",12,12563676,2105,12565781,2934,12568715,2284,12570999
"2274",12,12571520,1128,12572648,1000,12573648,4218,12577866
"2275",12,12578383,1132,12579515,2650,12582165,2568,12584733
"2276",12,12585237,1994,12587231,1617,12588848,3601,12592449
"2277",12,12592975,1473,12594448,2534,12596982,2684,12599666
"2278",12,12600167,1131,12601298,1317,12602615,3901,12606516
"2279",12,12607043,1255,12608298,1867,12610165,3351,12613516
"2280",12,12614018,2214,12616232,2150,12618382,3068,12621450
"2281",12,12621941,3774,12625715,934,12626649,4284,12630933
"2282",12,12631453,1129,12632582,1684,12634266,3534,12637800
"2283",12,12638330,10886,12649216,1367,12650583,3850,12654433
"2284",12,12654948,2201,12657149,1650,12658799,3568,12662367
"2285",12,12662880,1136,12664016,2317,12666333,2901,12669234
"2286",12,12669727,1122,12670849,967,12671816,4251,12676067
"2287",12,12676604,1329,12677933,2000,12679933,3218,12683151
"2288",12,12683674,1126,12684800,2266,12687066,2952,12690018
"2289",12,12690509,2007,12692516,2084,12694600,3134,12697734
"2290",12,12698239,3244,12701483,2384,12703867,2834,12706701
"2291",12,12707219,1131,12708350,1967,12710317,3251,12713568
"2292",12,12714076,1391,12715467,1517,12716984,3701,12720685
"2293",12,12721187,7163,12728350,1850,12730200,3368,12733568
"2294",12,12734088,1129,12735217,1117,12736334,4101,12740435
"2295",12,12740939,1128,12742067,900,12742967,4318,12747285
"2296",12,12747807,1127,12748934,1283,12750217,3935,12754152
"2297",12,12754682,1169,12755851,2450,12758301,2768,12761069
"2298",12,12761579,1672,12763251,1600,12764851,3618,12768469
"2299",12,12768990,1128,12770118,1150,12771268,4067,12775335
"2300",12,12775861,2357,12778218,1583,12779801,3635,12783436
"2301",12,12783958,1126,12785084,1484,12786568,3734,12790302
"2302",12,12790797,5404,12796201,1434,12797635,3784,12801419
"2303",12,12801913,6572,12808485,1717,12810202,3501,12813703
"2304",12,12814187,1131,12815318,1117,12816435,4101,12820536
"2305",12,12821041,16228,12837269,1383,12838652,3834,12842486
"2306",12,12843015,1137,12844152,1250,12845402,3968,12849370
"2307",12,12849896,2723,12852619,917,12853536,4301,12857837
"2308",12,12858341,1128,12859469,1100,12860569,4118,12864687
"2309",12,12865191,1862,12867053,2483,12869536,2735,12872271
"2310",12,12872791,1245,12874036,1433,12875469,3785,12879254
"2311",12,12879766,4920,12884686,1684,12886370,3534,12889904
"2312",12,12890417,1119,12891536,1417,12892953,3801,12896754
"2313",12,12897252,8351,12905603,6184,12911787,1016,12912803
"2314",12,12913297,2073,12915370,1617,12916987,3601,12920588
"2315",12,12921092,1128,12922220,1183,12923403,4035,12927438
"2316",12,12927962,3875,12931837,10283,12942120,1017,12943137
"2317",12,12943657,1930,12945587,2734,12948321,2484,12950805
"2318",12,12951325,2012,12953337,1250,12954587,3968,12958555
"2319",12,12959071,1133,12960204,1200,12961404,4018,12965422
"2320",12,12965929,1125,12967054,1417,12968471,3801,12972272
"2321",12,12972789,1132,12973921,1267,12975188,3951,12979139
"2322",12,12979646,11408,12991054,1234,12992288,3984,12996272
"2323",12,12996770,1285,12998055,1333,12999388,3884,13003272
"2324",12,13003800,1271,13005071,1617,13006688,3601,13010289
"2325",12,13010804,12251,13023055,1334,13024389,3884,13028273
"2326",12,13028797,1125,13029922,1833,13031755,3385,13035140
"2327",12,13035644,1128,13036772,850,13037622,4368,13041990
"2328",12,13042507,1132,13043639,1650,13045289,3568,13048857
"2329",12,13049357,11799,13061156,1466,13062622,3752,13066374
"2330",12,13066854,1135,13067989,1033,13069022,4185,13073207
"2331",12,13073705,1134,13074839,2434,13077273,2784,13080057
"2332",12,13080575,1264,13081839,1600,13083439,3618,13087057
"2333",12,13087569,1604,13089173,1250,13090423,3968,13094391
"2334",12,13094917,1139,13096056,1650,13097706,3568,13101274
"2335",12,13101788,1518,13103306,1150,13104456,4068,13108524
"2336",12,13109031,1125,13110156,1084,13111240,4134,13115374
"2337",12,13115875,5182,13121057,1350,13122407,3868,13126275
"2338",12,13126786,5304,13132090,1750,13133840,3468,13137308
"2339",12,13137802,4755,13142557,867,13143424,4351,13147775
"2340",12,13148295,2295,13150590,1484,13152074,3734,13155808
"2341",12,13156327,1130,13157457,1167,13158624,4051,13162675
"2342",12,13163190,4200,13167390,1834,13169224,3384,13172608
"2343",12,13173133,1124,13174257,834,13175091,4384,13179475
"2344",12,13179993,3031,13183024,1367,13184391,3851,13188242
"2345",12,13188743,1881,13190624,851,13191475,4367,13195842
"2346",12,13196341,4000,13200341,3634,13203975,1584,13205559
"2347",12,13206054,1454,13207508,1683,13209191,3535,13212726
"2348",12,13213220,26438,13239658,1601,13241259,3617,13244876
"2349",12,13245388,1270,13246658,784,13247442,4434,13251876
"2350",12,13252395,1130,13253525,1167,13254692,4051,13258743
"2351",12,13259248,3577,13262825,1134,13263959,4084,13268043
"2352",12,13268560,1132,13269692,1550,13271242,3668,13274910
"2353",12,13275419,1723,13277142,1267,13278409,3951,13282360
"2354",12,13282857,1135,13283992,1184,13285176,4034,13289210
"2355",12,13289697,4246,13293943,1633,13295576,3584,13299160
"2356",12,13299652,2691,13302343,1266,13303609,3952,13307561
"2357",12,13308048,3245,13311293,11867,13323160,1017,13324177
"2358",12,13324687,1273,13325960,1067,13327027,4151,13331178
"2359",12,13331709,1334,13333043,1684,13334727,3534,13338261
"2360",12,13338751,5942,13344693,1234,13345927,3984,13349911
"2361",12,13350421,1289,13351710,8850,13360560,1017,13361577
"2362",12,13362089,1338,13363427,867,13364294,4351,13368645
"2363",12,13369143,1134,13370277,784,13371061,4434,13375495
"2364",12,13376001,1376,13377377,901,13378278,4317,13382595
"2365",12,13383087,1124,13384211,2100,13386311,3118,13389429
"2366",12,13389954,1573,13391527,1267,13392794,3951,13396745
"2367",12,13397253,1125,13398378,950,13399328,4268,13403596
"2368",12,13404091,9137,13413228,1533,13414761,3685,13418446
"2369",12,13418942,1136,13420078,1000,13421078,4218,13425296
"2370",12,13425810,1985,13427795,1383,13429178,3835,13433013
"2371",12,13433518,1127,13434645,1833,13436478,3385,13439863
"2372",12,13440365,1130,13441495,1183,13442678,4035,13446713
"2373",12,13447252,1126,13448378,3034,13451412,2184,13453596
"2374",12,13454117,2661,13456778,1217,13457995,4001,13461996
"2375",12,13462500,1129,13463629,1883,13465512,3335,13468847
"2376",12,13469340,4689,13474029,1283,13475312,3935,13479247
"2377",12,13479764,1131,13480895,951,13481846,4267,13486113
"2378",12,13486630,1132,13487762,1967,13489729,3251,13492980
"2379",12,13493498,1131,13494629,10367,13504996,1017,13506013
"2380",12,13506514,1132,13507646,2150,13509796,3068,13512864
"2381",12,13513375,1138,13514513,1883,13516396,3335,13519731
"2382",12,13520243,2186,13522429,1417,13523846,3801,13527647
"2383",12,13528144,1136,13529280,2133,13531413,3085,13534498
"2384",12,13535021,1125,13536146,4484,13540630,1017,13541647
"2385",12,13542131,2266,13544397,3233,13547630,1984,13549614
"2386",12,13550102,1245,13551347,2266,13553613,2952,13556565
"2387",12,13557058,1122,13558180,967,13559147,4251,13563398
"2388",12,13563916,1131,13565047,1283,13566330,3935,13570265
"2389",12,13570787,1293,13572080,2317,13574397,2901,13577298
"2390",12,13577785,1129,13578914,1600,13580514,3618,13584132
"2391",12,13584646,1134,13585780,2101,13587881,3117,13590998
"2392",12,13591516,1248,13592764,1767,13594531,3451,13597982
"2393",12,13598481,2833,13601314,1367,13602681,3851,13606532
"2394",12,13607043,7571,13614614,1234,13615848,3984,13619832
"2395",12,13620346,1135,13621481,1017,13622498,4201,13626699
"2396",12,13627188,1143,13628331,1134,13629465,4084,13633549
"2397",12,13634061,1354,13635415,1033,13636448,4185,13640633
"2398",12,13641163,1135,13642298,1400,13643698,3818,13647516
"2399",12,13648025,1223,13649248,2084,13651332,3134,13654466
"2400",12,13655001,1131,13656132,1250,13657382,3968,13661350
"2401",13,3769912,1108,3771020,1765,3772785,3453,3776238
"2402",13,3776734,1134,3777868,1734,3779602,3484,3783086
"2403",13,3783603,1615,3785218,1567,3786785,3651,3790436
"2404",13,3790949,1136,3792085,2067,3794152,3151,3797303
"2405",13,3797813,1122,3798935,967,3799902,4251,3804153
"2406",13,3804648,1137,3805785,1217,3807002,4001,3811003
"2407",13,3811525,1127,3812652,1433,3814085,3785,3817870
"2408",13,3818387,1282,3819669,1650,3821319,3568,3824887
"2409",13,3825392,1127,3826519,1333,3827852,3885,3831737
"2410",13,3832234,1135,3833369,2583,3835952,2635,3838587
"2411",13,3839070,1132,3840202,1367,3841569,3851,3845420
"2412",13,3845926,1643,3847569,2184,3849753,3034,3852787
"2413",13,3853295,1274,3854569,2884,3857453,2334,3859787
"2414",13,3860288,1265,3861553,2966,3864519,2252,3866771
"2415",13,3867274,1129,3868403,2067,3870470,3151,3873621
"2416",13,3874126,1127,3875253,3967,3879220,1251,3880471
"2417",13,3880993,1277,3882270,3100,3885370,2118,3887488
"2418",13,3888004,1249,3889253,2700,3891953,2518,3894471
"2419",13,3894974,1129,3896103,2217,3898320,3001,3901321
"2420",13,3901835,1968,3903803,2284,3906087,2934,3909021
"2421",13,3909541,1129,3910670,2600,3913270,2618,3915888
"2422",13,3916391,1129,3917520,2734,3920254,2484,3922738
"2423",13,3923231,1123,3924354,2033,3926387,3184,3929571
"2424",13,3930071,1133,3931204,4417,3935621,1016,3936637
"2425",13,3937155,1132,3938287,3400,3941687,1818,3943505
"2426",13,3944028,1126,3945154,3167,3948321,2051,3950372
"2427",13,3950863,1124,3951987,3451,3955438,1767,3957205
"2428",13,3957714,1123,3958837,1201,3960038,4018,3964056
"2429",13,3964583,1121,3965704,1667,3967371,3551,3970922
"2430",13,3971448,1123,3972571,1500,3974071,3718,3977789
"2431",13,3978283,1655,3979938,3400,3983338,1818,3985156
"2432",13,3985662,1126,3986788,1950,3988738,3268,3992006
"2433",13,3992518,1820,3994338,2734,3997072,2484,3999556
"2434",13,4000061,1127,4001188,900,4002088,4318,4006406
"2435",13,4006910,1128,4008038,1434,4009472,3784,4013256
"2436",13,4013781,1557,4015338,3584,4018922,1634,4020556
"2437",13,4021060,1295,4022355,2950,4025305,2268,4027573
"2438",13,4028079,1310,4029389,2083,4031472,3135,4034607
"2439",13,4035094,1245,4036339,1367,4037706,3851,4041557
"2440",13,4042063,1592,4043655,1751,4045406,3467,4048873
"2441",13,4049383,1123,4050506,1517,4052023,3700,4055723
"2442",13,4056222,1967,4058189,1117,4059306,4101,4063407
"2443",13,4063896,1677,4065573,1466,4067039,3751,4070790
"2444",13,4071284,1305,4072589,2767,4075356,2451,4077807
"2445",13,4078306,1167,4079473,2267,4081740,2950,4084690
"2446",13,4085201,1122,4086323,1883,4088206,3335,4091541
"2447",13,4092058,1132,4093190,1567,4094757,3651,4098408
"2448",13,4098913,1743,4100656,1634,4102290,3584,4105874
"2449",13,4106378,1128,4107506,817,4108323,4402,4112725
"2450",13,4113217,1256,4114473,3084,4117557,2134,4119691
"2451",13,4120185,1322,4121507,1217,4122724,4001,4126725
"2452",13,4127231,1126,4128357,2300,4130657,2918,4133575
"2453",13,4134083,1174,4135257,1933,4137190,3285,4140475
"2454",13,4140998,2176,4143174,2350,4145524,2868,4148392
"2455",13,4148905,1302,4150207,1400,4151607,3818,4155425
"2456",13,4155949,1825,4157774,1400,4159174,3818,4162992
"2457",13,4163515,2159,4165674,1384,4167058,3834,4170892
"2458",13,4171408,1133,4172541,2017,4174558,3201,4177759
"2459",13,4178254,1137,4179391,1300,4180691,3918,4184609
"2460",13,4185122,1686,4186808,2267,4189075,2951,4192026
"2461",13,4192539,1835,4194374,1851,4196225,3367,4199592
"2462",13,4200101,1124,4201225,1150,4202375,4068,4206443
"2463",13,4206943,1132,4208075,1383,4209458,3835,4213293
"2464",13,4213783,1125,4214908,1750,4216658,3468,4220126
"2465",13,4220633,1125,4221758,1950,4223708,3268,4226976
"2466",13,4227489,1136,4228625,1484,4230109,3734,4233843
"2467",13,4234337,1688,4236025,3100,4239125,2118,4241243
"2468",13,4241756,1136,4242892,1250,4244142,3968,4248110
"2469",13,4248598,1127,4249725,4167,4253892,1051,4254943
